id,name,rank,fans,articles
341368,JUSF,0.001124962727785554,19429,53
14821,荡漾的羽衣,0.0005620989391703307,1974,61
215276,zelphar,0.00042538063252313104,1092,16
93503,TG奇妙魔术师,0.0004629429359704611,1107,566
395,温迪妮,0.0007572484329545384,12241,398
1492811,米酒酱,0.0014968352043757051,4253,28
1113860,NancyL,0.00025977181535195924,1639,13
1435273,啪啪秀,0.0002621469960431485,4446,14
330217,⑦海〃游神,0.0005773742912805563,2371,11
421721,虾酱_t,0.0004329971225170531,3221,252
455841,离别~~笔记,0.0003373938861447365,1074,16
461960,绝望是梦想的初章,0.000862425508732893,2220,425
328513,EpicWork史诗工坊,0.00026070034810713036,3167,12
690883,世界第一痴汉,0.0012436844033970826,3583,60
320212,feivyx,0.0008290752330638848,1748,32
286169,克雷威尔,0.001353497697252263,1273,82
584133,村上吹树,0.0002891653291769028,3247,61
375375,伊丽莎白鼠,0.001297119355318629,14830,33
260987,RandF,0.00044597848488718117,1307,38
168815,阿乙,0.0003631354183981254,1904,11
310726,@i-fox,0.002117222698101394,8688,36
808171,吃素的狮子,0.001420278227510812,16594,48
101186,木下菌,0.0003642069648662021,4632,250
359011,者,0.00037887638030215196,1112,25
78859,鸣子兔,0.0032160860050745427,1856,19
61378,谢拉卡姗娜,0.00041366507341483564,5205,10
1316585,笑熬浆糊741,0.00028357471478875713,3482,177
452279,汉堡肉,0.0006504892577222299,1269,165
924334,銀他媽,0.00029411548139386066,1056,315
1492,Q-kun,0.004371090200479016,54307,163
240878,Tsuki_神夜,0.0005987509491371763,1296,4
829381,yoyo幫尼,0.0009615898205565374,4722,83
11167,平安夜的噩梦,0.008792115379998296,11018,30
266136,彩虹台台长,0.00032958792251838384,1155,35
1328260,哔哩哔哩游戏中心,0.0006576404349527156,2398,4
1351816,工藤梦樱,0.0002719227739357053,1387,13
598360,重金属,0.00029740626736181813,2431,18
12994,旭日之记忆,0.0004978106157204853,1086,173
947124,Mc丶节操君,0.001014206259127814,6280,6
172169,凤梨顶个鸟用,0.0002743793415768643,1168,6
57621,喵☆喵,0.000264932517946963,1474,50
210752,真栗,0.0009463824955774141,1261,101
154413,灯笼QB,0.0004907952957454444,2874,66
49443,⑨搬运君,0.0005490247480949279,3700,301
1939319,科学超电磁炮z,0.0002562297199852207,3078,22
680416,回放娘,0.0008470156034062562,3595,17
122886,MGRT音花雪月,0.0008169348009222781,12940,89
2285420,霧亥,0.0003434454862286766,4646,61
602496,兰梓,0.0008632898287018307,5521,23
907485,ミる麋鹿酱,0.0002562297158115583,2514,431
172356,不科学的哲学家♂,0.0006242593950845896,1472,41
1823239,冷月邪华,0.0002562297158115583,1209,6
13266,烟逝残枫,0.0002681997277968872,1431,27
580905,汐渚之岸,0.0020594825864549754,1588,12
570395,路人甲at提不起劲,0.000347634879358735,7022,7
115258,【存在抹消】,0.000662141544357043,5027,914
600646,贼飞,0.00031262054058939036,2844,216
186890,面瘫九,0.0002870077970376299,1772,37
2385744,九条可怜,0.00045204043965497173,1773,47
515993,枪弹轨迹,0.0006992699067647651,3001,26
149853,-KT-,0.0004404807821071082,2277,23
7239,MOKONA010,0.0010412571065291755,1172,10
536507,舒浼♂沐担担,0.00037897584467569206,3982,68
270819,shengdr,0.0013263214972409668,9010,243
217809,ybmsisa,0.0003010521597381516,2183,1042
621614,白羽沉,0.0015895990180479526,6926,495
84670,加x藤,0.0005261722260163013,2730,36
16773,wearsky,0.0014714166760846075,9747,859
1320231,RaJor,0.0006489329576154076,3032,7
312907,银色之雷,0.00034794248836658655,7173,29
915548,烟小楼楼楼,0.0002562297102257365,1249,8
899993,当代柳下惠,0.0004994008814437473,1195,5
12610,土御门元春,0.0004141060533975747,2051,21
528288,艾德尔海德,0.0002796261953851261,1771,32
263114,彼女桑,0.0007621806018546767,1628,16
183410,XiaoLLK,0.0012363275731390878,2305,27
510054,西凉若若,0.000568785882698763,1250,47
659965,叮当丶小熊,0.00039433925711286817,1018,55
514497,无能,0.00033990101875962795,1135,2
157846,寂寞风尘,0.0005701560564095881,1390,6
375972,请叫我某J,0.0003695844813473688,3966,13
156489,口袋妖怪のGUMI酱,0.002103497557946992,12794,1895
2769587,☆SORA子,0.00040376821544715836,1762,12
236920,水箱,0.0005577629273254356,2347,83
936301,灬由歌,0.0003566126458406467,1948,21
1324413,牛牛蝎羯,0.0013363181511802402,42987,4225
56746,HiiRo飛,0.00028677127981212335,1191,59
303946,潘多哥斯拉,0.0003603281368352886,9268,28
308359,优花里,0.000836089848356364,4082,90
733461,棠雪儿,0.0005431593625529178,2604,340
291530,【星哥Star】,0.0002562296965281454,1126,55
313392,潜移默化♀浅姨磨花,0.0008207762577314135,3602,20
351067,作业大战御酱,0.0009930302010535623,9837,48
56433,励志丸,0.0002715155153318832,1046,116
236192,七月雨季,0.0004088051195396843,1760,81
488611,炮灰V5,0.0005205726828124747,1011,94
36817,小刀妹抖最喜欢了~,0.00027251007614404474,1180,96
212230,八尾妖鸡,0.0013541873289395245,10098,706
628178,池一绛,0.0002562296958623961,1170,24
193209,siduri,0.00034557342829711853,1659,28
925,911,0.001524417831578817,2024,1153
2826482,青SAKANA,0.0002736919060273206,2338,4
729769,疾风young,0.0003144022322560712,3363,29
751477,三块五毛,0.0009894269352909715,1760,87
159653,吾不禁英俊地笑了起来,0.0012333927260988649,3943,53
248102,野生喵呜菌♂,0.00037443669309243107,1342,45
2884629,oeasy,0.0013294319096200365,17009,23
348489,雪印月痕,0.000699398866968366,1163,9
143328,VOCALOID,0.00039761692405076933,6226,321
2213671,辣子叶片,0.0002919854587985087,6530,12
184968,晓美の焰,0.001250731928413184,2789,37
210798,Satori旅人,0.0011739054358615192,3666,226
535637,幻想乡的鬼,0.00029880972423719173,1056,45
17707,yksoft1,0.0005515468660692542,1184,361
1960826,神UP降,0.00037882697449528044,1056,153
585267,纯黑神,0.0024978814543908574,103056,172
1949755,小萌才不天然,0.0005438752517476421,2603,15
358606,DELA,0.00033265935766778137,1249,11
189376,钻头蹭菊花,0.00031123763685719465,1294,43
1678535,我是哀子,0.000513074520431917,2985,15
281787,维多利加的饼干,0.0004280161670205066,2064,11
1842722,进击的free,0.00042081202918159595,3829,15
265950,非知名人士,0.0008999878558528493,14796,59
2887285,紫冥·殇,0.00025622966916566224,1140,4
41012,小猫咪,0.00042728421319025646,1170,283
908243,半支牙膏,0.0003366596543028452,1784,5
19919,百合花开,0.002046333674210797,39295,3929
26597,Magus,0.0025065678629044253,3387,1083
137008,火雨の妖精,0.00039116180344076986,1735,9
692654,谈情不说爱,0.0004771841000033631,1915,9
315834,雷米FF,0.001054401604534759,12898,56
314905,银河星屑,0.0006028427531120802,1034,696
757102,smalldiary,0.0005906973487025906,1126,11
339020,香菜由乃,0.00025622966826256715,2040,8
59948,高興帝,0.0014589961251246007,3747,229
903428,冰の羽翼,0.00026187385854036064,2002,145
846681,宿の魔·鬼鬼,0.00025622966826256715,1319,18
150718,脑残君945,0.00036706169588687597,1393,42
663792,tuhr123,0.0004915848834632282,1617,181
66461,小茄子猫,0.0004195487615526319,10544,141
3561052,我所有密码都是1234,0.00030638220978866,1634,5
295373,及川雫,0.000268199680247896,1278,115
183430,黑眼圈的滚滚,0.0003363865685930628,1175,201
496855,梦违世纪,0.0003749169955372395,1070,273
42924,面瘫店長,0.0004709728738623018,2180,170
446777,Konster阿怪君,0.0002952959220932035,1479,10
43861,三倍速法兰西,0.0022544222253732173,1843,7
579538,阿琴酱,0.0004805422883626937,19421,32
646007,8⑩3·X·切糕,0.0008222896432000954,10157,134
346059,M.呜喵,0.0017151492727365775,7550,31
136001,ldj7,0.00045472807104250635,4772,5146
328212,BoyChouChou,0.0005269636565652649,1457,27
774465,@节操无下限,0.00025622966826256715,1938,29
220881,布雷Bridge,0.0005603420634062615,1172,44
255468,doraiba,0.0014865067469923964,5750,76
94243,L猫,0.00036811556998430777,1806,73
288239,虐猫狂人薛定谔,0.005780909897954473,64973,149
186935,trance羯,0.0016315220998246829,13588,1175
Mizuhashi,Parsee,0.00025622966609405596,1488,361
424141,Orsuan,0.00025622966609405596,1709,277
2970476,依然小智障,0.0007367951343364861,6707,110
163791,她,0.0006696763789968885,1252,465
622863,千本露露,0.0010001176811092324,2828,23
113437,黄亦天,0.00045186740080085334,1438,18
890045,samuyi,0.0002562296625599775,2399,20
658969,卫宫切糕,0.0010779525669198226,1083,10
122879,敖厂长,0.0043988666642079234,152005,93
78201,雪霏岚岚,0.0012268272515356907,3443,48
100691,阿凌酱,0.0027969439943242255,3709,37
487708,唐乐林,0.0006570368643407664,1078,3
501345,白河琴美,0.000602110084760025,2274,902
149317,麒麟先生(´ω｀),0.0006006015612472525,1458,65
14355,灼眼の夏娜,0.0007631129214792751,2207,176
419220,神奇陆夫人,0.002877400873665243,62714,283
103835,Retoruto全力应援字幕组,0.002465238171711342,22103,214
591619,萱草江蓠,0.0007377843259799462,6408,49
136710,風啲終點,0.00037882691744060327,1760,1275
59359,常烦常乐,0.0017878516352105025,3841,165
277529,新月零犬,0.000980907293922892,7183,152
71104,LYDream,0.00026426106331269223,1118,32
13501,八月云天,0.0002562296255654733,1250,306
131621,风骚唐三藏,0.0002873226700656088,2455,100
684904,zrqhandsome,0.00025622962491345184,1217,78
477913,阿咦,0.00025622962491345184,2029,43
181960,风华黄泉,0.00026338531304122487,4108,147
2638774,maomao仓鼠妞,0.00031325579661723243,5216,2
290209,星天飞舞,0.00040617176879807076,2268,42
219909,人间凶器折叠椅,0.0017576965259371705,4420,91
165918,千亚酱,0.0012191216564891546,3292,72
208845,不爱梳头的NEET姬,0.0005438773728810196,2399,12
149016,萨米,0.0011020649382376658,1025,33
331334,杀弥生,0.000274886125205068,1613,125
596996,汪汪。,0.0009324990051888805,4075,16
1383048,七海爱衣,0.0005907860095661059,1285,4
206783,あゆ,0.0003454183035046332,1321,10
513692,Lotus。,0.0008643323828866152,10384,17
48928,卷毛,0.0005729153969944563,1756,202
329409,Liv,0.00028349613680302014,1856,13
2722124,好传动画,0.00025622962199347546,1132,13
2369724,镜音团子レン,0.0002738648698089509,2289,72
1325593,氺木子,0.0003810433280624097,2053,576
12018,WowO,0.0005515856572949179,3331,19
465446,落惜佳,0.00025980004310811444,1547,17
329932,麦之诗(Wheat-P),0.0035504115207587836,4403,9
378034,楽小漫,0.0011017029119620128,3266,10
461637,D8TV,0.0005109052544543256,21965,12
534128,harrymiao,0.0002562296214468905,1541,5
462835,蛋黄宅,0.000353740744890735,2792,7
99502,0o八汰乌鸦o0,0.0002605399746310463,1267,24
188951,绛舞乱丸,0.0003451710972957333,1169,16
157056,赛亚♂sya,0.0006530284230736999,3438,25
433715,布丁噗(｀･ω･´),0.0003033277703955881,3974,5
2162,GPBeta,0.00030781961614509325,4180,7
404292,豆狸的骨汤拉面,0.00036006381127909543,1121,21
24381,NOOB酱,0.004529388525544756,5231,21
525024,全开R,0.00033200188184506643,4432,18
4026341,秋庭怜子,0.0002562296207482877,1135,8
2284412,万合天宜,0.0033865906041696393,75271,42
379922,hyun310,0.0019597646303586916,2882,36
91860,天国的FC,0.0002844401138749644,1057,58
366314,夕寒君,0.00033475698353090447,9970,156
125343,菊花有点臭,0.00026703090555451876,1288,49
198264,然の然の子,0.000364578558444026,2887,7
196098,西野倉子,0.0004085436124949722,1025,55
381060,最后之歌,0.0003695033582347606,2166,7
20471,默云暖,0.00047402504547041236,2219,10
2007314,i-DoMain_MIKA,0.0004033129886295621,1719,3
167960,小明881,0.0003354897341590485,1887,14
218696,巴德,0.0003112665580051955,1498,34
326132,cloris,0.0010027082160857668,6183,9
558696,花归葬。,0.00034765014153224314,14653,171
833133,西瓜Kune,0.0004954106120133861,5771,33
925640,Q小君,0.0005399678337451138,26635,26
3020100,Misaya若风解说,0.0018451792264909332,47342,26
141489,MAD新人团,0.00037825805198683153,2198,21
450880,hi骨头,0.0002891783105925086,6875,25
269753,XIA-TC,0.0004408434056834841,1062,134
269947,艾莉蛋,0.00163833230371619,1779,23
70650,千葉雄大,0.0002960631634120192,1091,155
499621,宅男S君,0.0004502674907801745,1536,24
645477,A姬苍叶在我家,0.00027718842604468563,1955,75
622586,冰橙皇子,0.0004374839864157604,1607,15
29217,面包店的原来如此,0.0009744287725295432,1833,30
393310,涵Suzumiya,0.0006953642999392496,1643,14
928123,搬,0.000759838507841988,26158,1464
282994,泠鸢yousa,0.002558822259848775,18661,30
2519718,我真不是赫萝,0.0002794945317847556,1441,28
365702,墓碑上的蚂蚁,0.0002562295866220391,1616,58
294646,毛酱·现实坠落,0.0021778514846791056,1065,126
754507,无声_逝水,0.0002562295866220391,1108,30
348002,变色喵,0.0009168072275037006,4016,12
898248,文刀Chariot,0.0002783664054904725,7770,12
643403,DigiCat,0.001918941201358895,1679,3
103845,君一,0.0003922592890601356,1576,13
97087,にししししー,0.0014420546474202868,3115,506
164627,杆菌无敌,0.0007054630483274299,5058,245
617929,二三nisan,0.0004108111632207197,1193,9
1381718,雯籽Utako,0.0008314440443222456,2068,14
277258,问路於盲,0.00027840055131407717,1285,437
3670216,TF家族,0.0009388870948202206,10587,15
103083,@红茶税,0.00045064954676918496,3067,338
1744406,将将将动画,0.00028719013367468953,5638,18
35851,境界,0.00036148012845762547,1396,365
1613224,楚幽弦,0.0002562295804833071,1399,18
888465,暗猫の祝福,0.0007872879208082158,3567,5
607621,凑诗,0.0003335165106904031,1040,8
504706,Ws♂Tsuki,0.0003016019657600776,1288,36
2415390,伟大的空小空,0.0002927723670049754,2075,7
249118,shourei小N,0.001292245480094538,4987,42
743186,丸山inochi,0.0009077914770651737,1959,34
326725,Ishmael☆イシメル,0.000326739596492723,2713,3
2639866,奇迹云馨,0.00025622957979423087,1404,13
2228859,花卷好吃,0.0003384575933668563,2805,316
2740963,中二病滴我,0.0006018794556018616,11444,62
384762,BAichi君,0.00092042655276089,20198,44
131592,live-evil,0.0029586502754195038,2766,24
12278,平面,0.0005909902407442453,2186,119
58752,若虫,0.001666090472912301,4052,35
2019740,逆风笑,0.00031433796991984597,2492,68
69753,水无月轩,0.0002632552300944265,1129,18
27401,冴羽獠,0.0004894760873387981,1388,409
658904,Marioマリオ,0.0008798366251585081,5974,6
334299,零太,0.00030624965154141265,1407,67
320937,杏淫,0.000834398906469916,4369,49
123372,純白,0.0010394242000418277,2303,24
5965,电磁炉,0.00027166183639013497,2145,665
2138296,伊芙蕾雅SAMA,0.0002562295755304387,2831,6
386004,玛丽的对头,0.0007993874950605439,1076,85
67239,么西么西,0.00041789103923135025,6686,18
77279,坑爹呢这是！,0.0002665149967694366,2813,1124
70666,舍长驾到,0.0003180746344788286,8579,134
908383,撸大师·木源,0.0003625812921367754,5453,10
1431604,Little朔北,0.0003239212365595921,2219,12
139905,猫大可,0.002666705769160328,27764,34
355075,赤狐ルル,0.00035519151723150023,1171,9
60783,FCSMio,0.0006193374754872599,1223,13
3354223,soulonly,0.00030638211650266706,1931,7
375541,掌心の羁绊,0.0007653452730637668,1776,60
140964,UHI,0.0007445498072951344,1309,8
323110,零点生化,0.0005153921231465587,2106,141
722871,满天灰尘,0.0002707492715828064,1010,236
168937,燼陽公子,0.0002562295749765743,1055,24
460795,Whatt,0.0004885165690059336,1333,27
727025,纯芥黑,0.0002621468325719821,2298,32
640050,七晴萌货,0.0004510137840103137,3287,41
545084,雷涟漪,0.0002790212504315994,2045,5
197864,丝西娜,0.005800363326431868,38028,43
58426,残星什么的就是残星,0.0007850779741497793,4377,772
11931,爱妻の忠犬斯大林,0.000674077288624479,1841,311
2059591,性巴莎拉,0.0020295804076047833,29196,7
6196,H娘,0.002078872685362981,2674,859
702948,小受C零酱,0.0005485091281654227,9819,58
22781,Co视,0.00027201594546499125,1721,67
113252,sleepydragon,0.00025622956269559933,1267,139
315975,蒙奇「D」路飞,0.0007031664287806395,3093,10
467809,雅塔,0.00044754745113586897,1643,16
57862,アイリス,0.0003081740618070632,1318,32
40606,甜食,0.00040540909402973844,1080,14
893053,夏一可,0.000538306822560592,3342,19
338369,闇舞天岚,0.00033234602272116633,2888,39
395829,Hollygarden,0.0005170376481501285,1449,18
25753,鱼炒饭,0.0019256381460087402,8105,174
65830,草摩里纱,0.0003417065215959174,1534,6
2648,河童子,0.0051925592847981835,10817,182
379803,哲学♂跳蝻,0.001087454717728328,5556,62
301499,凤凰院喵喵,0.0003082849478000523,1166,15
156160,菊子桑,0.001329502395308317,21881,17
246511,大酱柄,0.0006720681073667432,2602,68
489636,CJ他家,0.00030002738682739663,2249,36
180671,彼岸花开成海,0.0006640331668747512,1553,20
204541,散华礼弥酱,0.00036779855281228956,1940,268
89294,弓塚☆五月,0.0008984956055920211,2200,38
194417,saturn6,0.0002844443618161418,2641,183
163478,你好绝命医生,0.0003189550040241463,1663,14
346232,铁锹铁锹铁锹,0.0002562295597518195,1324,90
201448,忘川の泉眼,0.0003043190853723552,5566,12
546195,老番茄,0.003303711382994562,101783,28
845105,DisonER,0.00029426233539084075,2839,117
448495,aass菌,0.0002677744803897883,1575,58
34669,ＸｉａｏＡ,0.00042454083705330584,1217,283
937645,油卡喵,0.0006402543795709,1118,11
7222,此用户不存在,0.00027937411546963536,1014,319
2230210,倒不了的塔,0.0005213732055584204,9060,22
14082,山新,0.0005023876395723204,1567,1
183549,鸭梨馅的大包子,0.0004185407080468343,2292,666
4013861,烤鸡鸡动漫,0.00026051415188831377,3963,1
933396,ElisElephant,0.0002834270443223589,1010,6
54711,师酱,0.001303823009273376,3057,27
284120,Marblue,0.0021480428967236976,3000,15
500818,东城绫的忧郁,0.0009134789780422283,5166,13
68559,BiLiBiLi娘,0.0010266422605787907,7131,8
358422,superwbd,0.0003492762694332898,1684,74
284114,JK峰,0.0005937075007989609,16753,41
893213,雪洒竹林,0.0005945685010821883,3849,308
88358,以太,0.002536344474615706,15547,47
534608,上杉,0.0003634130795623844,1046,35
275981,小绝,0.00027080845082643357,2738,17
52363,cheeseharry,0.008793283431974448,6867,13
